"Date","GOOGL P/S (LTM)","MMM P/S (LTM)","NVDA P/S (LTM)","PG P/S (LTM)","GOOGL Open","GOOGL Low","GOOGL High","GOOGL Close","GOOGL Adj. Close","MMM Open","MMM Low","MMM High","MMM Close","MMM Adj. Close","NVDA Open","NVDA Low","NVDA High","NVDA Close","NVDA Adj. Close","PG Open","PG Low","PG High","PG Close","PG Adj. Close","GOOGL P/FCF (LTM)","MMM P/FCF (LTM)","NVDA P/FCF (LTM)","NVDA P/FCF (LTM)","PG P/FCF (LTM)","GOOGL P/E (LTM)","MMM P/E (LTM)","NVDA P/E (LTM)","PG P/E (LTM)","GOOGL Debt/Equity (LTM)","MMM Debt/Equity (LTM)","NVDA Debt/Equity (LTM)","PG Debt/Equity (LTM)"
02-26-2018,LOCKED,LOCKED,LOCKED,LOCKED,56.593,56.467,57.21,57.185,57.185,157.515279095106,157.18576300980598,161.370617293116,244.14,160.896114130284,61.332985799505,60.4072982817885,61.377537605170495,61.645,61.03102356110551,69.41426629608,69.07337364392001,69.61880188737601,81.63,69.567667989552,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
02-27-2018,LOCKED,LOCKED,LOCKED,LOCKED,57.185,55.839505,57.2125,55.8755,55.8755,161.205859250466,158.642224106832,161.24540118070198,240.78,158.681766037068,60.7637127271125,60.67213401546675,61.60772193444225,61.515,60.9023183447385,69.789248213456,68.613168563504,69.8829936928,80.54,68.638735512416,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
02-28-2018,LOCKED,LOCKED,LOCKED,LOCKED,56.1,55.15,56.3825,55.196,55.196,159.24853370378398,155.13617295924,159.670314292968,235.51,155.20866649800598,61.0112227585875,59.78109790215675,61.4072388089475,60.5,59.89742761695,68.75804794067201,66.9001829864,68.85179342001601,78.52,66.917227619008,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-01-2018,LOCKED,LOCKED,LOCKED,LOCKED,55.477,53.36425,55.56366,53.5705,53.5705,155.63044708719,151.26765411781798,156.078588963198,231.34,152.460502346604,59.87515171411725,56.46317642822808,60.41472358273276,58.0525,57.47430440880975,66.81495982336001,66.38884400816,67.56492365811201,78.7,67.07062931248001,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-02-2018,LOCKED,LOCKED,LOCKED,LOCKED,52.899,52.5055,54.3445,54.207,54.207,151.41264119535,149.158751171898,152.414370094662,230.37,151.821241141122,56.39763577189351,54.91010048272875,58.61037545328001,59.135,58.5460228450965,66.883138353792,66.832004455968,67.884510519512,79.5,67.75241461680001,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-05-2018,LOCKED,LOCKED,LOCKED,LOCKED,53.9065,53.613505,55.059,54.738,54.738,151.577399238,150.60862194721798,154.022408590926,232.81,153.429279637386,58.04357748120225,56.80874993417347,58.72175496744375,58.9125,58.32573891708376,67.56492365811201,67.45413354616001,68.51422447121456,80.29,68.42567760481602,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-06-2018,LOCKED,LOCKED,LOCKED,LOCKED,55.10515,54.725,55.2815,55.045,55.045,154.24647952893,152.10462497448,155.47886968795197,233.66,153.98945698239598,59.1796485256725,58.748981070906005,60.1300870465365,60.54,59.937029221986,68.527945400464,67.64162450484801,68.536467716768,80.02,68.19557506460801,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-07-2018,LOCKED,LOCKED,LOCKED,LOCKED,54.641,54.49551,55.81,55.752,55.752,152.381418486132,151.96622821865398,155.676579339132,235.57,155.24820842824198,58.90738749105,58.895011989476245,60.380072178326245,60.46,59.857826011914,67.77798156571201,67.24107563856,67.871727045056,79.16,67.462655862464,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-08-2018,LOCKED,LOCKED,LOCKED,LOCKED,55.86,55.86,56.572,56.469,56.469,155.76225352131,154.292611780872,156.64535662991398,236.34,155.755663199604,60.13256214685125,59.251599691822285,60.13256214685125,60.295,59.6944693911405,67.471178178768,67.343343434208,68.170008115696,79.97,68.152963483088,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-09-2018,LOCKED,LOCKED,LOCKED,LOCKED,56.975,56.7145,58.05,58.042,58.042,156.8496566028,155.643627730602,159.07059501772198,241.35,159.05741437431,60.1696886515725,60.008831882116894,60.85034123812875,61.3325,60.72163602176175,68.33193212547201,68.09330726896,68.813442996648,80.29,68.42567760481602,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-12-2018,LOCKED,LOCKED,LOCKED,LOCKED,58.2525,57.96,58.908,58.2965,58.2965,159.55168850226,157.7070574567506,160.21065476964293,239.8,158.03591450988,61.134977774325,61.053868737010646,62.620037963175,62.44,61.818105461196,68.37454370699201,67.97399484070401,68.70691404284801,79.86,68.05921800374401,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-13-2018,LOCKED,LOCKED,LOCKED,LOCKED,58.5915,56.7285,58.9,56.9955,56.9955,158.76084989754,156.11878992560457,160.125046490682,237.57,156.56627276944198,62.24629781564775,60.897368144109,62.9913030103875,61.9275,61.31070989667225,68.178530432,67.633102188544,68.340454441776,79.72,67.939905575488,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-14-2018,LOCKED,LOCKED,LOCKED,LOCKED,57.29,57.1175,57.987995,57.4445,57.4445,157.37688233928,154.11467309481,157.719579067992,234.29,154.404647249874,61.74137735143875,60.9419199497745,62.01363838606125,62.185,61.5656452290915,67.914338626576,67.21099186200688,68.042173371136,79,67.3262988016,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-15-2018,LOCKED,LOCKED,LOCKED,LOCKED,57.4785,56.783,58.125,57.5305,57.5305,155.017547168532,154.34533435452,156.902379176448,235.87,155.445918079422,61.701775746402745,61.293384194469,62.5259841512145,62.335,61.7141512479765,67.402999648336,66.93427225161601,67.445611229856,78.67,67.04506236356801,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-16-2018,LOCKED,LOCKED,LOCKED,LOCKED,57.7675,56.568,57.8405,56.721,56.721,155.31411164530198,155.31411164530198,156.961692071802,237.22,156.335611509732,61.87750786875,61.501292620908,62.18689540809376,62.62,61.996312683858,67.266642587472,67.189941740736,67.658669137456,78.97,67.300731852688,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-19-2018,LOCKED,LOCKED,LOCKED,LOCKED,55.888,54.446,55.9685,55.0035,55.0035,155.538182583306,151.748747602356,155.749072877898,231.56,152.60548942413598,61.4270396114655,58.659877459575,61.71662634829125,60.25,59.649917585475,67.300731852688,66.704169711408,67.812070830928,78.66,67.036540047264,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-20-2018,LOCKED,LOCKED,LOCKED,LOCKED,54.92,54.121,55.2775,54.79,54.79,152.974547439672,152.618670067548,154.470550466934,232.45,153.19202805596998,59.679618789252,59.679618789252,62.162144404946254,62.395,61.773553655530506,67.104718577696,66.439977905984,67.41152196464,78.31,66.73825897662401,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-21-2018,LOCKED,LOCKED,LOCKED,LOCKED,54.6285,54.3605,55.435,54.7,54.7,153.5544957498,153.099763552086,156.335611509732,234.14,154.305792424284,61.709201047347,61.21665608471175,62.3725279317,62.14,61.521093423426,66.51667875272,65.519567745152,66.678602762496,77.04,65.655924806016,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-22-2018,LOCKED,LOCKED,LOCKED,LOCKED,54.0005,52.482,54.196,52.6575,52.6575,152.921824866024,146.83236760968,152.974547439672,223.17,147.076209512802,60.88746774285,59.486808474732975,61.352786602023,60.4625,59.86030111222875,65.476956163632,65.084929613648,66.064995988608,76.41,65.119018878864,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-23-2018,LOCKED,LOCKED,LOCKED,LOCKED,52.5685,51.2435,53.338995,51.3275,51.3275,147.2936901291,141.869855365062,147.801144900462,215.36,141.929168260416,59.996431629540005,57.551032518567006,60.06325933803825,58.2425,57.66241203273075,65.44286689841601,64.60341874247202,65.77523723427201,75.91,64.692903063664,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-26-2018,LOCKED,LOCKED,LOCKED,LOCKED,52.53,50.529,52.9635,52.7045,52.7045,143.576748686916,141.810542469708,145.51430326848,220.24,145.145245252944,58.90738749105,58.387616424952505,60.52362799658175,61.12,60.511252495008,65.255375939728,64.786648543008,65.511045428848,76.41,65.119018878864,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-27-2018,LOCKED,LOCKED,LOCKED,LOCKED,53.195,49.881,53.227,50.347,50.347,145.659290346012,141.51397799293798,146.212877369316,215.87,142.265274667422,61.32061029793125,54.41384286962138,61.87750786875,56.38,55.818462298242,65.221286674512,65.02527339952,66.849049088576,77.79,66.29509852881601,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-28-2018,LOCKED,LOCKED,LOCKED,LOCKED,50.0955,49.2,51.2495,50.259,50.259,143.161558419438,141.632603783646,144.76300659399598,216.54,142.706826221724,55.47442335449175,53.709676830075,56.77632612005025,55.3375,54.78634546699125,66.43145558968001,66.43145558968001,67.445611229856,78.84,67.189941740736,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-29-2018,LOCKED,LOCKED,LOCKED,LOCKED,50.5605,50.202,52.4025,51.857,51.857,143.53061643497398,143.313135818676,145.896541927428,219.52,144.670742090112,55.46823560370488,54.6255134485388,58.2886124123625,57.8975,57.320848189295255,67.69275840267201,67.47961527190897,68.596123930896,79.28,67.56492365811201,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
03-31-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0330,1.4204,,0.6424
04-02-2018,LOCKED,LOCKED,LOCKED,LOCKED,51.381,49.7125,51.9765,50.6315,50.6315,143.70196479933,138.04615071124078,144.14351635363198,212.62,140.12342011297198,56.61544459959151,53.8334318458125,58.07822888560875,55.2625,54.71209245754876,67.547879025504,65.67296943862401,67.64162450484801,77.4,65.96272819296001,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-03-2018,LOCKED,LOCKED,LOCKED,LOCKED,50.8075,49.86225,51.25,50.934,50.934,140.3738523378,139.009655744658,142.654103648076,216.33,142.568429465898,56.382785170005,54.78634546699125,57.01393575026625,56.3375,55.77638559289125,66.099085253824,65.77097607612001,67.15585247552,78.46,66.866093721184,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-04-2018,LOCKED,LOCKED,LOCKED,LOCKED,49.9115,49.8255,51.637,51.4855,51.4855,139.971842713734,139.134871857072,143.6179381975785,217.56,143.379039035736,53.21713186743975,52.96714673565,56.10077224014238,56.56,55.996669520904,66.320665477728,66.124652202736,67.76562420707121,79.05,67.36891038312,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-05-2018,LOCKED,LOCKED,LOCKED,LOCKED,52.3195,51.2,52.3355,51.632,51.632,144.09079377998398,142.720006865136,145.191377504886,218.67,144.11056474510198,56.580793195185,54.07846677697275,56.71197351186675,55.345,54.7937707679355,67.402999648336,66.908705302704,67.60054694026272,78.8,67.15585247552,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-06-2018,LOCKED,LOCKED,LOCKED,LOCKED,51.155,50.312505,51.8,50.4975,50.4975,143.27359388844,139.0557879966,144.22919053580998,212.25,139.87957820985,53.766604137314246,52.73782869148841,54.84822297486,53.5625,53.02902424351875,66.78939287444801,66.38884400816,67.62977848518544,78.43,66.84052677227201,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-09-2018,LOCKED,LOCKED,LOCKED,LOCKED,51.002,50.96,52.2295,51.0045,51.0045,140.86812646574998,139.97843303544,142.917716516316,212.81,140.248636225386,53.66017482378,53.115652754535,54.93980168650575,53.8525,53.31613588002975,67.15585247552,66.107607570128,67.19846405704,78.16,66.610424232064,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
04-10-2018,LOCKED,LOCKED,LOCKED,LOCKED,51.513,50.7705,52.0605,51.825,51.825,141.902806973592,141.843494078238,144.136926031926,216.98,142.99680037678797,55.620454273062,55.04870610035475,56.679797207775,56.9775,56.41001127346725,67.079151628784,66.422933273376,67.189941740736,78.37,66.78939287444801,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,,,,
