Date,GOOGL Adj. Close,GOOGL P/S (LTM),GOOGL P/FCF (LTM),GOOGL P/E (LTM),GOOGL Debt/Equity (LTM),actual_returns,sma_fast,sma_fast30,sma_slow,ema_fast,ema_fast30,ema_slow
2019-01-02,52.734,5.624312583147244,31.913618120461397,39.41372981295773,,,,,,52.734,52.734,52.734
2019-01-03,51.2735,5.466324052446367,31.017155564075672,38.306586998518696,,-0.027695604353927372,,,,52.46845454545455,52.63977419354839,52.70507920792079
2019-01-04,53.9035,5.753529497574423,32.64682403687683,40.3192485723093,,0.05129355319999607,,,,52.72937190082644,52.72130489073882,52.72881031271444
2019-01-07,53.796,5.741558031193692,32.5788952365535,40.23535562816376,,-0.0019943046369902406,,,,52.92330428249436,52.79064005907826,52.7499427817696
2019-01-08,54.2685,5.787965514376357,32.84222176300957,40.56056728317413,,0.008783180905643562,,,,53.16788532204083,52.885985861718375,52.780013221734556
2019-01-09,54.0825,5.773697407881971,32.76126130869052,40.46058007833823,,-0.0034274026368887878,,,,53.33417889985159,52.963180322252676,52.80580503912595
2019-01-10,53.9415,5.754530475559423,32.65250381172718,40.326263167473826,,-0.0026071279988907348,,,,53.44460091806039,53.02629772081702,52.82829404825217
2019-01-11,53.2235,5.680913351939692,32.23478364849041,39.81037338057802,,-0.013310716238888354,,,,53.404400751140315,53.03902044850625,52.83611990868282
2019-01-14,52.5755,5.612747577887977,31.84799567221567,39.332685243361794,,-0.012175073041043927,,,,53.25369152366026,53.009115903441334,52.83095911841187
2019-01-15,54.3255,5.7933436362481325,32.872738439507145,40.59825577207328,,0.033285465663664526,53.412400000000005,,,53.44856579208566,53.09404390967093,52.86055398735421
2019-01-16,54.4755,5.811616951288251,32.976425350460964,40.72631044384532,,0.002761134273959742,53.58655,,,53.63528110261554,53.183170109047005,52.89253311631749
2019-01-17,54.956,5.861250342707098,33.25805640782978,41.074128430517135,,0.008820478930895659,53.9548,,,53.87541181123089,53.297546231043974,52.93339384668744
2019-01-18,55.365,5.905540938952459,33.50937124035479,41.384505488666456,,0.007442317490355954,54.10095,,,54.14624602737072,53.43093034517017,52.98154446358472
2019-01-22,53.9315,5.7545093512312695,32.6523839475248,40.326115133638574,,-0.025891808904542568,54.1145,,,54.1072012951215,53.46322516161081,53.00035546430581
2019-01-23,54.2205,5.783497496596492,32.816869222396996,40.5292565686696,,0.005358649397847248,54.1097,,,54.12780105964486,53.51208160279721,53.02451674224035
2019-01-24,54.2,5.777909767583509,32.78516318770481,40.49009920706676,,-0.0003780857793638237,54.12145,,,54.14092813970943,53.556463434874814,53.04779363843361
2019-01-25,55.0755,5.8705496525880525,33.31082278948748,41.139295592134914,,0.016153136531365186,54.234849999999994,,,54.31085029612589,53.65446579391515,53.087946239652744
2019-01-28,53.993,5.756600476337148,32.66424946301394,40.340769198239315,,-0.019654837450408857,54.31179999999999,,,54.25305933319391,53.676306710436755,53.105868096293285
2019-01-29,53.503,5.705034264511112,32.37165114672085,39.979406505404796,,-0.009075250495434672,54.40455000000001,,,54.116684908976836,53.665125632344065,53.113732094386485
2019-01-30,54.8995,5.855979615850184,33.22814911486871,41.03719253814181,,0.026101340111769566,54.46195,,,54.2590149255265,53.74476268832187,53.149093835091705
2019-01-31,56.2945,6.003802975828931,34.066932199895135,42.07310046184147,,0.02541006748695329,54.64385,,,54.62910312088532,53.90926186972047,53.211379105683946
2019-02-01,55.931,5.969312247070057,33.87122402577883,41.8313983437146,,-0.006457113927648361,54.74135,,,54.86581164436071,54.03969658780302,53.26523298477931
2019-02-04,57.071,5.780683276153166,34.64029892957253,26.018224949916515,,0.020382256709159607,54.911950000000004,,,55.26675498174967,54.23526454988025,53.340594707852986
2019-02-05,57.5935,5.83771640513379,34.98206555860196,26.28889421500584,,0.00915526274289924,55.27815,,,55.68979953052246,54.45192490150088,53.42481065423213
2019-02-06,56.1445,5.685922865084527,34.07245447083041,25.605324812188154,,-0.02515908913332232,55.47055,,,55.77247234315473,54.56112329495244,53.47866588880179
2019-02-07,55.2955,5.600820715646219,33.562486400402946,25.222085674006344,,-0.015121694912235473,55.580099999999995,,,55.68575009894478,54.60850243721357,53.51464280189482
2019-02-08,55.119,5.582578198605456,33.45316952325683,25.13993444098682,,-0.0031919414780587907,55.584450000000004,,,55.58270462640937,54.64143776384496,53.546412251362256
2019-02-11,55.106,5.581793239791256,33.44846571807113,25.1363995486081,,-0.00023585333551046084,55.69575,,,55.4960310579713,54.67140952101626,53.57729517707786
2019-02-12,56.379,5.7134548354395225,34.23743768088647,25.729309090622206,,0.023100932747795122,55.983349999999994,,,55.656570865612885,54.78157664869263,53.63277448050206
2019-02-13,56.4315,5.713020299804852,34.2348337595918,25.727352253300946,,0.0009311977864099319,56.13655,54.6703,,55.797467071865086,54.88802331651892,53.68819478781885
2019-02-14,56.46,5.718316275604996,34.266569486334966,25.751201535779416,,0.0005050370803540982,56.153099999999995,54.7945,,55.91792760425325,54.98944116706608,53.74308201974323
2019-02-15,55.9815,5.673647536467889,33.99889551033637,25.550045522640367,,-0.008475026567481447,56.15815,54.951433333333334,,55.92948622166175,55.05344496273924,53.78740712826316
2019-02-19,56.3255,5.703575970742367,34.17823934569902,25.684821758425073,,0.006144887150219214,56.083600000000004,55.03216666666666,,56.00148872681415,55.13551302965929,53.83766639305003
2019-02-20,56.0295,5.6764574747659315,34.01573384898388,25.562699472497023,,-0.005255168618121475,55.92719999999999,55.10661666666667,,56.00658168557521,55.19318960839095,53.88106903873221
2019-02-21,55.2105,5.5920807853222145,33.51011304165207,25.182727286618388,,-0.01461729981527582,55.8338,55.138016666666665,,55.86183956092517,55.1943064078496,53.90739440430187
2019-02-22,55.828,5.657512544843918,33.90220781679222,25.47738507486844,,0.011184466722815367,55.88705,55.1962,,55.85568691348422,55.23518986540769,53.94542619827608
2019-02-25,55.8665,5.656982841951775,33.899033613043095,25.47499967237018,,0.0006896181127749035,55.961800000000004,55.26036666666667,,55.85765292921436,55.27591955151043,53.98346726365675
2019-02-26,56.1005,5.683442823737931,34.057593014234406,25.594156481956805,,0.004188556648438535,56.061249999999994,55.35626666666667,,55.90180694208448,55.32911829012266,54.025388703980376
2019-02-27,56.1445,5.688016279785702,34.084999097056766,25.614752052877503,,0.0007843067352342192,56.037800000000004,55.47523333333333,,55.94593295261457,55.38172356172765,54.06735130390155
2019-02-28,56.3275,5.707149100461193,34.19965105010512,25.700912575908447,,0.00325944660652433,56.0274,55.54196666666667,,56.01530877941192,55.4427413964549,54.11210672362627
2019-03-01,57.426,5.816482474532046,34.85482286628417,26.193271797502465,,0.019502019439882945,56.124,55.64031666666666,,56.271798092246115,55.570693564425554,54.17772837266337
2019-03-04,57.671,5.846255823372484,35.03323736413805,26.327349639551187,,0.0042663601852819255,56.29295,55.73081666666667,,56.52619843911046,55.706197205430364,54.246902068254194
2019-03-05,58.4595,5.922452702380517,35.48984128797302,26.670485816908858,,0.013672383000121302,56.50635,55.83396666666667,,56.87770781381764,55.8838296437897,54.330319849080844
2019-03-06,58.247,5.901062406624812,35.36166158952348,26.574159242727397,,-0.00363499516759469,56.7281,55.97781666666666,,57.12667002948716,56.03629224741618,54.40787787187132
2019-03-07,57.5425,5.828270299877941,34.92546050100736,26.246355721427012,,-0.012095043521554771,56.961299999999994,56.088550000000005,,57.202275478671304,56.13346694113127,54.4699495971808
2019-03-08,57.4985,5.823543667144183,34.89713651870182,26.22507035240469,,-0.0007646522135812406,57.12835,56.198499999999996,,57.25613448254924,56.221533590090544,54.52992089228613
2019-03-11,58.963,5.982962816772524,35.85244348405746,26.942980039956492,,0.025470229658165033,57.438,56.32808333333333,,57.56647366754029,56.39840239072986,54.61770463699333
2019-03-12,59.8625,6.072967078044716,36.3917870817712,27.348294779364455,,0.015255329613486301,57.81420000000001,56.52373333333333,,57.98393300071478,56.62189255906987,54.72156197091425
2019-03-13,59.953,6.077849331233235,36.421043607655925,27.370280951472953,,0.0015117978701191248,58.19505,56.738733333333336,,58.341945182402995,56.836802716549236,54.825154803173376
2019-03-14,59.6265,6.041504317470527,36.203248914330764,27.206609036679264,,-0.005445932647240359,58.524950000000004,56.8963,,58.57550060378426,57.01678318644929,54.92023094568479
2019-03-15,59.515,6.033083896871049,36.15279019297477,27.168689492285008,,-0.00186997392099153,58.73385,57.00365,,58.74631867582348,57.177958464742886,55.01121647151282
2019-03-18,59.4275,6.028149095388799,36.12321877549054,27.146466680292146,,-0.0014702175922036709,58.9095,57.1202,,58.870169825673756,57.32309017669496,55.098667630492756
2019-03-19,60.123,6.100562728619563,36.55715189063595,27.472565827906386,,0.011703335997644171,59.07585,57.22193333333334,,59.0979571300967,57.503729520134,55.198159360582004
2019-03-20,61.3215,6.225291771829936,37.304581067361596,28.03425611824197,,0.019934135023202515,59.383300000000006,57.3462,,59.5022376518973,57.75003729302858,55.31941363066949
2019-03-21,61.8065,6.269140341619219,37.56734024176594,28.23171867597363,,0.007909134642825055,59.8097,57.534933333333335,,59.92119444246143,58.0117445644461,55.447870786497816
2019-03-22,60.3825,6.13066076152435,36.73751203271724,27.60810581446995,,-0.023039647933469798,60.0981,57.7045,,60.00506818019571,58.16469652803023,55.54558621646816
2019-03-25,59.869,6.072785144884848,36.39069686133497,27.347475482697398,,-0.00850411957106778,60.188700000000004,57.862833333333334,,59.98032851106921,58.27465159073796,55.6311983705975
2019-03-26,59.492,6.032329432169509,36.14826912140855,27.165291923552434,,-0.006297081962284401,60.15165,58.009033333333335,,59.89154150905662,58.35319019778713,55.70764988801141
2019-03-27,58.9005,5.972807596349922,35.79158910848808,26.8972481994743,,-0.009942513279096343,60.04639999999999,58.09308333333333,,59.711352143773595,58.38850050760732,55.77087464270425
2019-03-28,58.6135,5.946731339528867,35.63532914957078,26.779819412339457,,-0.004872624171271878,59.945100000000004,58.165816666666665,,59.51174266308749,58.40301660389072,55.82716425373981
2019-03-29,58.8445,5.9707164543082465,35.7790581009986,26.887831193215856,,0.003941071596133883,59.87805000000001,58.2453,,59.390425815253394,58.43149940363971,55.886913476438025
2019-04-01,59.949,6.080480850188936,36.43681278214786,27.382131428380386,,0.01876980856324728,59.9302,58.37755,,59.491984757934596,58.529402667921026,55.96735083334024
2019-04-02,60.277,6.112536172066745,36.628901827522775,27.526485642835308,,0.005471317286360078,59.94559999999999,58.50926666666667,,59.63471480194649,58.64215088289387,56.05269042079885
2019-04-03,60.5405,6.139721862087868,36.79180997937106,27.64891052262199,,0.004371484977686357,59.86749999999999,58.65963333333333,,59.799403019774395,58.764625019481365,56.141557937218664
2019-04-04,60.9725,6.184745569716195,37.06161107669061,27.85166505964738,,0.00713571906409749,59.7841,58.8517,,60.01269337981541,58.9070685666116,56.23722015628364
2019-04-05,60.5725,6.144479981851935,36.82032264527856,27.670337686680508,,-0.006560334577063398,59.80309999999999,59.00985,,60.114476401667154,59.01451575586247,56.323067281901785
2019-04-08,60.414,6.1280155897426525,36.72166104471794,27.59619385501121,,-0.002616698997069622,59.85759999999999,59.16143333333333,,60.16893523772767,59.10480506193586,56.404075850577
2019-04-09,60.1345,6.097059484954575,36.53615897302032,27.45678972716308,,-0.004626411096765648,59.92184999999999,59.295899999999996,,60.162674285413544,59.171236993423875,56.47794563571409
2019-04-10,60.3225,6.119100180318523,36.66823614098634,27.556045235419433,,0.0031263251544453308,60.064049999999995,59.43516666666667,,60.191733506247445,59.245512026106205,56.55407542510589
2019-04-11,60.4795,6.133318725747155,36.75343967843378,27.620075381922582,,0.0026026772763065864,60.25064999999999,59.573566666666665,,60.24405468692973,59.32512415345419,56.63180660480676
2019-04-12,61.1365,6.2003647594924685,37.15520786742292,27.922002705270497,,0.010863185046172674,60.47985000000001,59.697250000000004,,60.406317471124325,59.44198711129586,56.72100845421653
2019-04-15,61.3265,6.218217632536417,37.26218983295375,28.00239926075811,,0.0031077997595545526,60.617599999999996,59.8191,,60.57362338546535,59.56356858798645,56.81220630660828
2019-04-16,61.5955,6.247213182759705,37.43594343255081,28.1329744548281,,0.004386358262741252,60.74944999999999,59.923633333333335,,60.75941913356256,59.69466093714862,56.90692499360614
2019-04-17,62.007,6.291532243423793,37.70152198725473,28.332555766534515,,0.006680682842090668,60.896100000000004,60.048966666666665,,60.98625201836936,59.843844102493875,57.007916577891166
2019-04-18,62.0735,6.294971233286312,37.722129868912056,28.348042514164586,,0.0010724595610174248,61.0062,60.2,,61.18393346957493,59.987692870074916,57.10822516050718
2019-04-22,62.688,6.357877066898603,38.09908822775053,28.631325340970967,,0.009899554560319546,61.21775,60.37298333333333,,61.45740011147039,60.161906233295895,57.21871575138823
2019-04-23,63.5295,6.44053211287175,38.59439221929748,29.003544477552115,,0.013423621745788594,61.5293,60.525200000000005,,61.8341455457485,60.379170347276805,57.343681776113215
2019-04-24,63.0025,6.392058035214407,38.303915045550106,28.78525194477625,,-0.008295358849038648,61.816100000000006,60.62986666666667,,62.04657362833967,60.54841742164604,57.45573758252681
2019-04-25,63.367,6.429507478946638,38.528327950332866,28.953897421254283,,0.0057854847029878975,62.12055,60.74366666666666,,62.28665115045973,60.730261458959205,57.57279228386291
2019-04-26,63.871,6.477278150797769,38.814590019008406,29.16902231799811,,0.00795366673505149,62.4597,60.885149999999996,,62.57471457764887,60.93288975192959,57.697509268340866
2019-04-29,64.81,6.32037910585021,34.72088807318866,32.40855425475964,,0.014701507726511354,62.82705,61.06165,,62.98113010898544,61.18302589696639,57.83835066896778
2019-04-30,59.948,5.835568563698842,32.057590146145216,29.94582236799923,,-0.0750192871470452,62.68919999999999,61.07899999999999,,62.429651907351726,61.10334680683953,57.88012590324564
2019-05-01,58.666,5.723074474220488,31.43960590433639,29.368547337435057,,-0.02138520050710624,62.39625000000001,61.030433333333335,,61.7453515605605,60.946098625753116,57.8956877665477
2019-05-02,58.3255,5.693069071303833,31.274771767204363,29.21457151553967,,-0.005804043227763955,62.028099999999995,60.930566666666664,,61.123560367731315,60.777027746672275,57.90419889988339
2019-05-03,59.4775,5.805089968277329,31.890156534563463,29.789418309927427,,0.019751223735758883,61.7685,60.85293333333333,,60.82427666450744,60.69318724688697,57.93535337711342
2019-05-06,59.673,5.824400691293693,31.99623964148389,29.88851327812692,,0.0032869572527427504,61.467000000000006,60.829283333333336,,60.61495363459699,60.62736871482975,57.96976222113098
2019-05-07,58.943,5.751334601667465,31.594852402305523,29.513567098129595,,-0.012233338360732704,61.00835000000001,60.79841666666666,,60.310962064670264,60.5186997654859,57.989034256356106
2019-05-08,58.539,5.712447576993493,31.381227237012105,29.314014317522965,,-0.006854079364809973,60.562,60.76665,,59.98878714382112,60.390977199970685,57.999924667121334
2019-05-09,58.3985,5.696061991909135,31.291213322308614,29.229929996522213,,-0.0024001093288236186,60.06515,60.749916666666664,,59.699644026762726,60.26243028384355,58.00781724797042
2019-05-10,58.382,5.699892967664704,31.31225871819272,29.249589044003212,,-0.0002825415036344925,59.51625,60.742200000000004,,59.46007238553314,60.141112201014934,58.015226807416546
2019-05-13,56.8295,5.54518277394868,30.46236107284051,28.455677717460205,,-0.026592100304888455,58.7182,60.67503333333333,,58.981786497254376,59.92745980094946,57.99174706865582
2019-05-14,56.243,5.488182498908543,30.149231094928627,28.16317492314857,,-0.01032034418743788,58.347699999999996,60.551500000000004,,58.48382531593539,59.68975271701724,57.95711841383095
2019-05-15,58.54,5.707444455989635,31.353742682449422,29.28834028572439,,0.040840637946055525,58.3351,60.4936,,58.49403889485623,59.61557512237097,57.96866062345806
2019-05-16,59.225,5.777042674583838,31.7360792349619,29.645490727605267,,0.011701400751622959,58.42505,60.449749999999995,,58.62694091397327,59.5903767273793,57.99353863091433
2019-05-17,58.439,5.697839186568741,31.300976308962905,29.23904985434052,,-0.013271422541156652,58.3212,60.365300000000005,,58.5927698387054,59.51609435787096,58.00235964812395
2019-05-20,57.233,5.581568559671013,30.662245727283274,28.64239513223606,,-0.020636903437772802,58.07719999999999,60.25398333333333,,58.34553895894078,59.36879794768574,57.98712480360664
2019-05-21,57.722,5.631831692497817,30.93836533654404,28.900325585946053,,0.008544021805601654,57.955099999999995,60.16425,,58.23216823913336,59.2625529188028,57.98187480749562
2019-05-22,57.7925,5.639656551749148,30.9813510590306,28.9404796587904,,0.0012213714008522114,57.880449999999996,60.08618333333333,,58.152228559290926,59.16771079500907,57.978124811307595
2019-05-23,57.267,5.587933743908965,30.697212751537656,28.675058732097607,,-0.009092875373101994,57.7673,59.98433333333333,,57.99127791214712,59.045084292105265,57.96404313187576
2019-05-24,56.9305,5.5536354376109065,30.508795627480563,28.49905343343415,,-0.005875984423839187,57.62215,59.866033333333334,57.83571,57.79840920084764,58.90865949906622,57.94357693124456
2019-05-28,56.978,5.557617498824043,30.530671008587678,28.519487791534043,,0.0008343506556238722,57.637,59.72741666666666,57.87815,57.64924389160261,58.78410082170711,57.92445659597239
2019-05-29,55.997,5.466435661514519,30.029765237824453,28.051578782591122,,-0.01721717153989266,57.6124,59.54976666666667,57.925385000000006,57.34883591131122,58.604287865467946,57.886289138626395
2019-05-30,56.0705,5.473670991472552,30.069512391822368,28.08870762502216,,0.001312570316267081,57.365449999999996,59.3656,57.947055,57.11641120016372,58.44081768059905,57.850332918059536
2019-05-31,55.325,5.40222843864603,29.677044022629687,27.72209279167619,,-0.013295761585860655,56.97545,59.14286666666666,57.962345,56.79070007286122,58.23979718507653,57.80032632562271
2019-06-03,51.937,5.071857864039659,27.86215925836525,26.026762090856614,,-0.06123813827383651,56.325250000000004,58.80498333333333,57.93903,55.90820915052281,57.83316510861999,57.6842208538282
2019-06-04,52.7245,5.151477769674394,28.299549767010948,26.435339854114595,,0.015162600843329432,55.8744,58.47286666666667,57.92545,55.32935294133684,57.50357381128967,57.586008559692985
2019-06-05,52.232,5.10092147995944,28.02181970569804,26.175905035576616,,-0.0093410084495823,55.3254,58.09628333333333,57.908355,54.76619786109377,57.16347227507743,57.479988588213914
2019-06-06,52.388,5.113721646107371,28.092137186453133,26.241590409257476,,0.0029866748353499784,54.78495,57.742466666666665,57.9,54.333798249985804,56.85537728958857,57.37915713102156
2019-06-07,53.4185,5.2171493300354905,28.66031529368303,26.77234024400569,,0.01967053523707718,54.400099999999995,57.410849999999996,57.908429999999996,54.16738038635202,56.63364327090544,57.300728276941925
2019-06-10,54.138,5.287374066839422,29.0460936126262,27.132705728742124,,0.013469116504581713,54.12085,57.08641666666667,57.906555,54.16203849792438,56.47263402762122,57.238099994230204
2019-06-11,54.052,5.279112768139312,29.000710317937408,27.090312021821873,,-0.0015885330082381355,53.828250000000004,56.72781666666666,57.90232,54.14203149830176,56.31646409035533,57.17500890523554
2019-06-12,53.955,5.270241918316762,28.95197846520444,27.04479034040564,,-0.0017945681935913615,53.62405,56.52805,57.892309999999995,54.10802577133781,56.16411156839693,57.111246352656615
2019-06-13,54.5505,5.32804857578937,29.269538290394955,27.34143116939545,,0.011036975257158854,53.47205,56.39086666666666,57.884165,54.18847563109457,56.0600075962423,57.06053850408915
2019-06-14,54.315,5.3081866736684225,29.160427291052567,27.23950776873413,,-0.004317100668188245,53.371050000000004,56.25718333333334,57.888000000000005,54.21148006180464,55.94742646100086,57.00617140499828
2019-06-17,54.6945,5.3442123237050385,29.358333546632625,27.42437711006947,,0.006987020160176716,53.6468,56.09775,57.892739999999996,54.299301868749254,55.866592495774995,56.960395733612174
2019-06-18,55.262,5.399085161373686,29.659776485899965,27.705962739938556,,0.01037581475285454,53.900549999999996,55.95071666666667,57.90336,54.47433789261302,55.827586528305645,56.926764134926785
2019-06-19,55.2255,5.394192192617525,29.632897050713705,27.680853965767746,,-0.0006604900293150084,54.1999,55.826800000000006,57.90486,54.61091282122884,55.78874223615689,56.893075736215366
2019-06-20,55.66,5.437655309502014,29.87166089563266,27.903889435846693,,0.007867742256747245,54.5271,55.73083333333333,57.92152999999999,54.80165594464177,55.7804362854371,56.868658394904166
2019-06-21,56.2685,5.492956387087006,30.175456363119412,28.187672623044733,,0.0109324469996408,54.8121,55.65983333333334,57.949185,55.068354863797815,55.8119242670218,56.8567740702526
2019-06-24,55.835,5.456236918506887,29.973738627944762,27.99924288024507,,-0.007704132862969559,54.9818,55.574933333333334,57.95854,55.20774488856185,55.81341302398814,56.8365409203466
2019-06-25,54.379,5.313757458538715,29.19103029677769,27.268094826251346,,-0.026076833527357457,55.0145,55.493249999999996,57.939384999999994,55.057063999732414,55.720870248246975,56.78787674370607
2019-06-26,54.016,5.2800071909134445,29.0056238132374,27.09490184459984,,-0.006675371007190289,55.0206,55.41901666666667,57.920235000000005,54.867779636144704,55.61087861932781,56.732988095315854
2019-06-27,53.8315,5.261722918964595,28.905179496653904,27.001074215992322,,-0.003415654620853026,54.948699999999995,55.26206666666667,57.88784,54.67936515684566,55.496079998726024,56.675532885507614
2019-06-28,54.14,5.288771264759316,29.053769094077598,27.139875594071505,,0.005730845322905687,54.931200000000004,55.09256666666667,57.853305,54.5812987646919,55.40859096655016,56.62532431351737
2019-07-01,55.0,5.372463286961665,29.51352970128815,27.5693498437754,,0.015884743258219425,54.961749999999995,54.97793333333333,57.84186,54.65742626202064,55.38223025903079,56.59313967364574
2019-07-02,55.63,5.435776644459623,29.861340483269508,27.89424887228647,,0.011454545454545606,54.99855,54.9245,57.84520499999999,54.83425785074416,55.39821540360945,56.57406760090027
2019-07-03,56.1495,5.4864223464214295,30.139561729140073,28.15414251899732,,0.009338486428186243,55.09095,54.872083333333336,57.855509999999995,55.07339278697249,55.446685377570134,56.56566032167452
2019-07-05,56.63325,5.534541358793623,30.40390265154153,28.401070197301884,,0.008615392835198854,55.188275,54.833441666666666,57.870782500000004,55.35700318934113,55.52323793385593,56.56699873114631
2019-07-08,55.8395,5.458491635988508,29.986124877567597,28.01081319570921,,-0.01401561803357565,55.145375,54.78585833333333,57.865387500000004,55.4447298821882,55.543641938123294,56.55259281567807
2019-07-09,56.2145,5.497559650311241,30.200744306216393,28.21129474337823,,0.0067156761790487796,55.183325,54.76199166666667,57.86321749999999,55.584688085426706,55.58692310340567,56.54589790843691
2019-07-10,57.0455,5.576429862708785,30.63401638865034,28.61602537841445,,0.014782662836100968,55.449974999999995,54.76424166666666,57.869072499999994,55.85029025171276,55.68102483866982,56.555791019160935
2019-07-11,57.204,5.593300130418556,30.72669289857259,28.702596898331127,,0.002778483841845647,55.76877499999999,54.804475,57.8812975,56.09641929685589,55.779281300691125,56.568626840563695
2019-07-12,57.267,5.5980619604540465,30.75285192557348,28.727032720622113,,0.0011013215859030367,56.112325,54.844358333333325,57.8907125,56.309252151973006,55.87526315225944,56.58245601203768
2019-07-15,57.5255,5.6239983015449395,30.89533274530966,28.86012773179467,,0.0045139434578378435,56.450874999999996,54.91770833333333,57.9056725,56.53038812434155,55.98173004566206,56.60113015041318
2019-07-16,57.673,5.639130935906825,30.978463597926577,28.937782406847212,,0.00256408027744226,56.718174999999995,55.10890833333333,57.930297499999995,56.738135738097625,56.090844236264516,56.62235529594955
2019-07-17,57.337,5.605028657043067,30.791123347027195,28.762783043194677,,-0.005825949751183335,56.888875,55.26265833333333,57.945387499999995,56.847020149352595,56.17124138231197,56.636506676227775
2019-07-18,57.362,5.6061977475706275,30.797545724652817,28.768782351897553,,0.0004360186267156063,57.010125,55.433658333333334,57.9603425,56.940652849470304,56.248064518937,56.6508728806589
