Date,PG Adj. Close,Signal,Signal_ema,Signal_sma30,Signal_ema30,Entry/Exit,Entry/Exit_ema,Entry/Exit_sma30,Entry/Exit_ema30,Position,Position_ema,Position_sma30,Position_ema30,Entry/Exit Position,Entry/Exit Position_ema,Entry/Exit Position_sma30,Entry/Exit Position_ema30,Portfolio Holdings,Portfolio Holdings_ema,Portfolio Holdings_sma30,Portfolio Holdings_ema30,Portfolio Cash,Portfolio Cash_ema,Portfolio Cash_sma30,Portfolio Cash_ema30,Ticker Total,Ticker Total_ema,Ticker Total_sma30,Ticker Total_ema30,Daily Returns,Daily Returns_ema,Daily Returns_sma30,Daily Returns_ema30,Cumulative Returns,Cumulative Returns_ema,Cumulative Returns_sma30,Cumulative Returns_ema30
2020-04-30,107.451366715086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53725.683357543,0.0,0.0,102996.7875796805,54441.210982150005,98701.0245807855,110034.287652582,102996.7875796805,108166.89433969301,98701.0245807855,110034.287652582,0.0,0.003340100738957519,0.0,0.0,0.029967875796806043,0.08166894339692954,-0.012989754192143987,0.10034287652581986
2020-05-01,106.494177141396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53247.088570698,0.0,0.0,102996.7875796805,54441.210982150005,98701.0245807855,110034.287652582,102996.7875796805,107688.29955284801,98701.0245807855,110034.287652582,0.0,-0.004424595804165321,0.0,0.0,0.029967875796806043,0.07688299552847955,-0.012989754192143987,0.10034287652581986
2020-05-04,105.536987567706,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,-0.004444259857684263,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-05,105.755773755978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-06,103.10299122318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-07,102.255194743626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-08,105.70107720891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-11,105.117647373518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-12,104.42482444399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-13,103.850510699776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-14,103.750233696818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-15,104.479520991058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-18,105.938095579538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-19,102.501329205432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-20,103.267080864384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-21,101.753809728836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-22,102.64718666428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-26,102.127569467134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-27,103.823162426242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-28,105.801354211868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-05-29,105.673728935376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-01,106.88616906205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-02,107.624572447468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-03,108.053028732834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-04,105.79223812069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-05,107.870706909274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-08,108.52706547409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,54263.532737044996,0.0,0.0,102996.7875796805,52946.17202895801,98701.0245807855,110034.287652582,102996.7875796805,107209.70476600301,98701.0245807855,110034.287652582,0.0,0.0,0.0,0.0,0.029967875796806043,0.07209704766002956,-0.012989754192143987,0.10034287652581986
2020-06-09,107.879823000452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53939.911500226,0.0,0.0,102996.7875796805,52946.17202895801,98701.0245807855,110034.287652582,102996.7875796805,106886.08352918402,98701.0245807855,110034.287652582,0.0,-0.003018581550292776,0.0,0.0,0.029967875796806043,0.06886083529183962,-0.012989754192143987,0.10034287652581986
2020-06-10,108.691155115294,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,54345.577557647,54345.577557647,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,102996.7875796805,107291.749586605,98701.0245807855,110034.287652582,0.0,0.0037953122055427446,0.0,0.0,0.029967875796806043,0.07291749586604945,-0.012989754192143987,0.10034287652581986
2020-06-11,105.983676035428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,52991.838017714,52991.838017714,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,101643.0480397475,105938.01004667202,98701.0245807855,110034.287652582,-0.013143512256493572,-0.012617368484985514,0.0,0.0,0.016430480397475966,0.0593801004667196,-0.012989754192143987,0.10034287652581986
2020-06-12,105.400246200036,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,52700.123100018,52700.123100018,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,101351.3331220515,105646.29512897601,98701.0245807855,110034.287652582,-0.0028699938000869007,-0.0027536378828287855,0.0,0.0,0.01351333122051579,0.05646295128975942,-0.012989754192143987,0.10034287652581986
2020-06-15,106.375667956082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,53187.833978041,53187.833978041,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,101839.0440000745,106134.00600699901,98701.0245807855,110034.287652582,0.004812081528672962,0.004616450367971758,0.0,0.0,0.018390440000745745,0.0613400600699896,-0.012989754192143987,0.10034287652581986
2020-06-16,107.688385085714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,53844.192542857,53844.192542857,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,102495.40256489051,106790.36457181501,98701.0245807855,110034.287652582,0.006445058192175557,0.006184243764177699,0.0,0.0,0.02495402564890581,0.06790364571814944,-0.012989754192143987,0.10034287652581986
2020-06-17,107.506063262154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,53753.031631077,53753.031631077,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,102404.24165311051,106699.20366003501,98701.0245807855,110034.287652582,-0.0008894146420107552,-0.0008536436048843798,0.0,0.0,0.024042416531105726,0.06699203660034936,-0.012989754192143987,0.10034287652581986
2020-06-18,108.736735571184,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,54368.367785591996,54368.367785591996,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,103019.5778076255,107314.53981455001,98701.0245807855,110034.287652582,0.006008893231194579,0.005767017310415845,0.0,0.0,0.03019577807625562,0.07314539814549947,-0.012989754192143987,0.10034287652581986
2020-06-19,108.408556288776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,54204.278144388,54204.278144388,0.0,0.0,48651.210022033505,52946.17202895801,98701.0245807855,110034.287652582,102855.4881664215,107150.450173346,98701.0245807855,110034.287652582,-0.0015928005598159212,-0.0015290532064673457,0.0,0.0,0.028554881664215825,0.07150450173345946,-0.012989754192143987,0.10034287652581986
2020-06-22,107.34197362095,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,500.0,53670.986810475,53670.986810475,0.0,53670.986810475,48651.210022033505,52946.17202895801,98701.0245807855,56363.300842107004,102322.1968325085,106617.15883943302,98701.0245807855,110034.287652582,-0.005184860267739233,-0.004977033069392012,0.0,0.0,0.02322196832508583,0.06617158839432968,-0.012989754192143987,0.10034287652581986
2020-06-23,107.323741438594,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,53661.870719296996,53661.870719296996,0.0,53661.870719296996,48651.210022033505,52946.17202895801,98701.0245807855,56363.300842107004,102313.0807413305,106608.04274825501,98701.0245807855,110025.171561404,-8.909201972007175e-05,-8.550303982246543e-05,0.0,-8.28477320340415e-05,0.023130807413305865,0.06608042748254972,-0.012989754192143987,0.1002517156140399
2020-06-24,106.129533494276,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,53064.766747138005,53064.766747138005,0.0,53064.766747138005,48651.210022033505,52946.17202895801,98701.0245807855,56363.300842107004,101715.97676917151,106010.93877609601,98701.0245807855,109428.06758924501,-0.005836047236898234,-0.005600928004737993,0.0,-0.005426976060889377,0.0171597676917159,0.060109387760959754,-0.012989754192143987,0.09428067589244993
2020-06-25,107.469598897442,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,53734.799448721,53734.799448721,0.0,53734.799448721,48651.210022033505,52946.17202895801,98701.0245807855,56363.300842107004,102386.0094707545,106680.971477679,98701.0245807855,110098.100290828,0.0065872906387511865,0.006320410981343727,0.0,0.006123042436407378,0.023860094707545798,0.06680971477678965,-0.012989754192143987,0.10098100290828005
2020-06-26,105.044718644094,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,52522.359322047,52522.359322047,0.0,52522.359322047,48651.210022033505,52946.17202895801,98701.0245807855,56363.300842107004,101173.5693440805,105468.53135100502,98701.0245807855,108885.660164154,-0.011841853520234369,-0.011365102040973296,0.0,-0.011012361916066693,0.011735693440805717,0.05468531351004979,-0.012989754192143987,0.08885660164153997
2020-06-29,107.259928800348,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,500.0,0.0,53629.964400174,53629.964400174,53629.964400174,53629.964400174,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,102281.1744222075,106576.13642913202,98701.0245807855,109993.265242281,0.010947573415742262,0.01050175880842441,0.0,0.010172184991643407,0.02281174422207588,0.06576136429131973,-0.012989754192143987,0.09993265242280991
2020-06-30,109.001102215346,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,54500.551107672996,54500.551107672996,54500.551107672996,54500.551107672996,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,103151.7611297065,107446.72313663102,99571.61128828449,110863.85194978,0.00851170034385107,0.008168683315686653,0.008820442454337662,0.007914909204498777,0.03151761129706587,0.07446723136630973,-0.004283887117154106,0.1086385194977999
2020-07-01,109.374861953644,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,54687.430976822,54687.430976822,54687.430976822,54687.430976822,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,103338.6409988555,107633.60300578001,99758.49115743348,111050.731818929,0.0018116982890288291,0.0017392793720787392,0.0018768388572916184,0.0016856699984919565,0.03338640998855591,0.07633603005779976,-0.0024150884256641802,0.11050731818928994
2020-07-02,110.195310159664,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,55097.655079832,55097.655079832,55097.655079832,55097.655079832,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,103748.86510186551,108043.82710879002,100168.7152604435,111460.955921939,0.003969706772266823,0.003811301411028589,0.004112172289801652,0.003694024310248567,0.03748865101865606,0.08043827108789992,0.0016871526044359708,0.11460955921939009
2020-07-06,110.879016998014,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,55439.508499006995,55439.508499006995,55439.508499006995,55439.508499006995,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,104090.7185210405,108385.68052796501,100510.56867961849,111802.809341114,0.0032950087583063503,0.003164025454510888,0.00341277631729775,0.003067023930912738,0.04090718521040593,0.08385680527964978,0.005105686796185838,0.11802809341113996
2020-07-07,111.416866377516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,55708.433188758,55708.433188758,55708.433188758,55708.433188758,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,104359.6432107915,108654.60521771602,100779.49336936949,112071.734030865,0.0025835607013957596,0.0024811828319111218,0.002675586192415258,0.0024053482317292207,0.04359643210791608,0.08654605217715972,0.007794933693695771,0.12071734030865011
2020-07-08,112.027644486442,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,56013.822243221,56013.822243221,56013.822243221,56013.822243221,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,104665.0322652545,108959.99427217901,101084.88242383249,112377.123085328,0.002926313707743766,0.0028106406889158997,0.003030269792523299,0.002724942708380862,0.04665032265254587,0.08959994272178973,0.010848824238325783,0.12377123085328012
2020-07-09,111.653884748144,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,55826.942374071994,55826.942374071994,55826.942374071994,55826.942374071994,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,104478.15239610549,108773.11440303,100898.00255468348,112190.24321617899,-0.0017855043380237134,-0.0017151237056987068,-0.0018487420143147304,-0.0016629707543510674,0.044781523961055836,0.08773114403029969,0.008980025546835746,0.12190243216179009
2020-07-10,112.939253604242,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,56469.626802121,56469.626802121,56469.626802121,56469.626802121,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105120.83682415451,109415.79883107901,101540.6869827325,112832.92764422801,0.006151376276376075,0.005908486040656191,0.0063696447082854935,0.005728523351274273,0.05120836824154584,0.0941579883107897,0.015406869827325975,0.12832927644228032
2020-07-13,113.08511106309,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,56542.555531545,56542.555531545,56542.555531545,56542.555531545,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105193.7655535785,109488.727560503,101613.61571215649,112905.856373652,0.000693760929110443,0.0006665283277471623,0.0007182217453027828,0.0006463426142229167,0.051937655535785776,0.09488727560502963,0.016136157121565686,0.12905856373652025
2020-07-14,114.033184545602,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57016.592272801,57016.592272801,57016.592272801,57016.592272801,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105667.8022948345,109962.76430175902,102087.65245341249,113379.893114908,0.004506319730655184,0.00432954836372601,0.0046650907748309045,0.004198513314377816,0.056678022948345896,0.09962764301758975,0.020876524534125585,0.13379893114908037
2020-07-15,113.4953351661,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,56747.66758305,56747.66758305,56747.66758305,56747.66758305,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105398.87760508351,109693.83961200801,101818.7277636615,113110.96842515701,-0.002545001257815871,-0.0024455977571918863,-0.002634252853191188,-0.0023718904857180645,0.05398877605083596,0.09693839612007982,0.01818727763661565,0.13110968425157066
2020-07-16,113.732353536728,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,56866.176768364,56866.176768364,56866.176768364,56866.176768364,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105517.3867903975,109812.34879732202,101937.2369489755,113229.477610471,0.0011243875457387364,0.001080363179310595,0.0011639232577043135,0.0010477249639357922,0.05517386790397594,0.09812348797322001,0.019372369489755625,0.13229477610471063
2020-07-17,114.525453469214,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57262.726734607,57262.726734607,57262.726734607,57262.726734607,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105913.9367566405,110208.89876356501,102333.78691521849,113626.027576714,0.003758148095827085,0.0036111600433472724,0.003890138462762982,0.003502179596793553,0.05913936756640581,0.10208898763565011,0.023337869152185498,0.1362602757671405
2020-07-20,114.169925913272,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57084.962956635994,57084.962956635994,57084.962956635994,57084.962956635994,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105736.17297866949,110031.134985594,102156.02313724748,113448.26379874299,-0.0016783794787975648,-0.001612971184408285,-0.0017370976226872559,-0.0015644635455638323,0.057361729786695737,0.10031134985594004,0.021560231372475425,0.13448263798743043
2020-07-21,114.014952363246,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57007.476181622995,57007.476181622995,57007.476181622995,57007.476181622995,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,105658.6862036565,109953.64821058101,102078.53636223449,113370.77702373,-0.0007328312802528103,-0.0007042258995432205,-0.0007585140125206946,-0.0006830141988815042,0.05658686203656593,0.09953648210581023,0.02078536362234562,0.1337077702373004
2020-07-22,114.990374119292,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57495.187059646,57495.187059646,57495.187059646,57495.187059646,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,106146.3970816795,110441.35908860402,102566.2472402575,113858.487901753,0.0046159089758408545,0.004435604329280141,0.004777800460346704,0.0043019099879761935,0.06146397081679611,0.10441359088604019,0.025662472402575576,0.13858487901753036
2020-07-23,115.73407748476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57867.03874238,57867.03874238,57867.03874238,57867.03874238,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,106518.2487644135,110813.21077133801,102938.09892299148,114230.339584487,0.003503196462220526,0.003366960401453012,0.003625478095761414,0.0032659109530319697,0.06518248764413603,0.10813210771338011,0.0293809892299155,0.14230339584487028
2020-07-24,115.55060558006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,57775.30279003,57775.30279003,57775.30279003,57775.30279003,48651.210022033505,52946.17202895801,45071.060180611494,56363.300842107004,106426.5128120635,110721.474818988,102846.3629706415,114138.603632137,-0.0008612228741470274,-0.0008278431038272194,-0.0008911758941518855,-0.0008030786976882531,0.06426512812063612,0.10721474818987997,0.028463629706415583,0.14138603632137037
