Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,PG,PG,PG,PG,PG,PG,MMM,MMM,MMM,MMM,MMM,MMM
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,52.34600067138672,52.576499938964844,52.06275177001953,52.234500885009766,52.234500885009766,22886000,36.68000030517578,37.8650016784668,36.442501068115234,37.61000061035156,37.31611251831055,73016800,91.5,91.91000366210938,90.8499984741211,91.1500015258789,79.80964660644531,7952000,159.3979949951172,161.22909545898438,158.69564819335938,160.67726135253906,123.81761932373047,2289622
2019-01-15,52.50849914550781,54.002498626708984,52.367000579833984,53.85749816894531,53.85749816894531,29272000,37.939998626708984,38.337501525878906,37.282501220703125,37.467498779296875,37.17473220825195,61701200,91.1500015258789,92.61000061035156,91.13999938964844,92.01000213623047,80.56265258789062,7834500,157.89297485351562,159.4314422607422,157.07357788085938,157.97659301757812,121.73648071289062,3273811
2019-01-16,54.0,54.618751525878906,53.96699905395508,54.048500061035156,54.048500061035156,26636000,37.74250030517578,38.07500076293945,37.154998779296875,37.209999084472656,36.91924285888672,47010400,91.73999786376953,92.1500015258789,90.98999786376953,91.37000274658203,80.00228118896484,7964500,157.61705017089844,159.23077392578125,157.54180908203125,158.4281005859375,122.08440399169922,2980552
2019-01-17,53.9734992980957,54.59000015258789,53.67499923706055,54.494998931884766,54.494998931884766,24854000,36.877498626708984,38.33250045776367,36.602500915527344,37.93000030517578,37.63361358642578,49343600,90.70999908447266,91.55999755859375,90.3499984741211,90.63999938964844,79.99081420898438,8044500,157.6588592529297,161.28762817382812,157.10702514648438,160.2926483154297,123.52123260498047,2366764
2019-01-18,55.0,55.417598724365234,54.54499816894531,54.91299819946289,54.91299819946289,39112000,38.432498931884766,39.494998931884766,37.912498474121094,39.23249816894531,38.92593002319336,65133600,91.37000274658203,91.83999633789062,91.04000091552734,91.41999816894531,80.67916107177734,9100300,162.49163818359375,164.21405029296875,160.83612060546875,163.76254272460938,126.19515991210938,3284934
2019-01-22,54.400001525878906,54.57550048828125,53.173500061035156,53.5260009765625,53.5260009765625,32270000,38.9275016784668,39.04499816894531,36.88750076293945,37.192501068115234,36.90187072753906,66155200,91.38999938964844,91.75,89.08000183105469,90.44000244140625,79.81430053710938,13518500,162.39129638671875,162.61705017089844,159.222412109375,160.75250244140625,123.87559509277344,3240682
2019-01-23,53.86750030517578,54.246498107910156,52.98749923706055,53.778499603271484,53.778499603271484,19340000,37.75,38.64500045776367,37.00749969482422,37.3224983215332,37.030853271484375,59102000,94.18000030517578,96.41000366210938,93.62999725341797,94.83999633789062,83.69735717773438,22869000,161.06187438964844,162.2073516845703,159.09698486328125,160.777587890625,123.8949203491211,1976868
2019-01-24,53.82400131225586,53.973751068115234,53.03499984741211,53.69499969482422,53.69499969482422,27226000,38.17499923706055,39.63750076293945,38.127498626708984,39.459999084472656,39.151649475097656,70897200,94.29000091552734,94.55999755859375,93.19000244140625,94.30000305175781,83.22080993652344,12146400,160.75250244140625,161.5133819580078,160.1254119873047,160.9698944091797,124.04310607910156,1893029
2019-01-25,54.25,54.70000076293945,54.090999603271484,54.54949951171875,54.54949951171875,22382000,38.86000061035156,40.220001220703125,37.82500076293945,40.037498474121094,39.724632263183594,115457200,94.41999816894531,94.88999938964844,93.05999755859375,93.5999984741211,82.60303497314453,10618000,162.8093719482422,164.84950256347656,162.59197998046875,163.79598999023438,126.22087097167969,2774840
2019-01-28,54.00550079345703,54.150001525878906,53.189998626708984,53.50400161743164,53.50400161743164,25686000,34.13750076293945,35.40999984741211,32.75,34.502498626708984,34.2328987121582,251152800,93.31999969482422,93.97000122070312,92.97000122070312,93.5199966430664,82.53243255615234,9765600,161.48829650878906,161.74749755859375,159.7575225830078,161.53846740722656,124.48125457763672,3775294
2019-01-29,53.63399887084961,53.75749969482422,52.793251037597656,53.03099822998047,53.03099822998047,20436000,34.037498474121094,34.525001525878906,32.752498626708984,32.900001525878906,32.642921447753906,115393200,93.79000091552734,94.12000274658203,93.0999984741211,93.54000091552734,82.55010223388672,9769800,163.0518341064453,167.13211059570312,162.3745880126953,164.67391967773438,126.89742279052734,5156076
2019-01-30,53.42150115966797,54.54999923706055,53.342498779296875,54.452999114990234,54.452999114990234,25596000,33.66749954223633,34.49250030517578,32.8650016784668,34.34749984741211,34.079105377197266,97422800,93.61000061035156,94.66000366210938,93.56999969482422,94.5199966430664,83.41494750976562,7750200,165.73577880859375,167.31605529785156,162.73411560058594,166.61370849609375,128.39222717285156,2593048
2019-01-31,55.150001525878906,55.86650085449219,54.77050018310547,55.81850051879883,55.81850051879883,30766000,34.314998626708984,36.29750061035156,34.095001220703125,35.9375,35.656681060791016,84285200,94.43000030517578,96.80999755859375,94.08000183105469,96.47000122070312,85.13582611083984,16044400,166.22073364257812,167.96823120117188,165.33444213867188,167.47491455078125,129.05587768554688,3992726
2019-02-01,55.619998931884766,56.25,55.24449920654297,55.537498474121094,55.537498474121094,29244000,36.125,36.6974983215332,35.64500045776367,36.182498931884766,35.89976119995117,62504800,96.3499984741211,97.61000061035156,95.98999786376953,97.47000122070312,86.01836395263672,12720800,168.4698944091797,168.70401000976562,165.7943115234375,166.52174377441406,128.32135009765625,2678322
2019-02-04,55.632999420166016,56.63999938964844,55.45100021362305,56.63999938964844,56.63999938964844,51530000,36.342498779296875,37.66999816894531,36.119998931884766,37.29499816894531,37.003578186035156,52859200,97.20999908447266,98.22000122070312,96.72000122070312,98.02999877929688,86.5125503540039,11887500,166.3963165283203,167.44146728515625,164.088623046875,167.39967346191406,128.9978790283203,2360426
2019-02-05,56.242000579833984,57.342498779296875,55.86240005493164,57.29949951171875,57.29949951171875,71044000,37.415000915527344,37.85749816894531,37.07500076293945,37.48749923706055,37.1945686340332,54242400,97.98999786376953,98.0199966430664,97.20999908447266,97.44000244140625,85.99187469482422,9772300,167.82608032226562,168.1688995361328,166.99832153320312,168.16053771972656,129.58419799804688,2436132
2019-02-06,56.97850036621094,57.349998474121094,55.63850021362305,55.76150131225586,55.76150131225586,42112000,37.8224983215332,38.900001525878906,37.76750183105469,38.25,37.951114654541016,70246400,97.25,98.31999969482422,97.12000274658203,97.91999816894531,86.41547393798828,8693900,168.244140625,169.79933166503906,167.43310546875,169.37290954589844,130.51846313476562,2000190
2019-02-07,55.20800018310547,55.242000579833984,54.29999923706055,54.93550109863281,54.93550109863281,40896000,37.782501220703125,37.80500030517578,36.42250061035156,36.85499954223633,36.567012786865234,63712000,97.5199966430664,97.5999984741211,96.33999633789062,97.13999938964844,85.72713470458984,8732500,168.07691955566406,169.23077392578125,166.27090454101562,167.09030151367188,128.7594757080078,2331482
2019-02-08,54.349998474121094,54.945499420166016,54.32749938964844,54.75299835205078,54.75299835205078,21516000,36.1775016784668,37.150001525878906,36.032501220703125,37.04249954223633,36.7530403137207,46160400,97.01000213623047,97.72000122070312,96.69999694824219,97.70999908447266,86.23017120361328,7483200,166.5718994140625,167.09866333007812,165.46823120117188,167.07357788085938,128.7466278076172,1736353
2019-02-11,54.84749984741211,55.29724884033203,54.643001556396484,54.7504997253418,54.7504997253418,21304000,36.59749984741211,37.14500045776367,36.125,36.61249923706055,36.3264045715332,49518000,97.48999786376953,98.38999938964844,97.43000030517578,98.2699966430664,86.72434997558594,8494100,168.00167846679688,168.22743225097656,166.92308044433594,167.98495483398438,129.4488983154297,1810146
2019-02-12,55.34000015258789,56.26475143432617,55.29249954223633,56.06850051879883,56.06850051879883,32182000,37.0,37.95000076293945,36.85499954223633,37.79249954223633,37.497188568115234,59106000,98.37999725341797,99.33999633789062,97.9800033569336,99.26000213623047,87.59806060791016,11238800,169.62374877929688,172.90133666992188,169.05519104003906,172.71739196777344,133.09573364257812,3137108
2019-02-13,56.2495002746582,56.73649978637695,55.92499923706055,56.007999420166016,56.007999420166016,20996000,38.09000015258789,38.95750045776367,37.95249938964844,38.220001220703125,37.92134475708008,60537200,99.29000091552734,99.69999694824219,99.01000213623047,99.23999786376953,87.58041381835938,11587200,173.1521759033203,175.91973876953125,172.73411560058594,175.35116577148438,135.12527465820312,3548891
2019-02-14,55.90250015258789,56.4114990234375,55.52225112915039,56.083499908447266,56.083499908447266,18952000,38.209999084472656,38.91749954223633,37.775001525878906,38.63249969482422,38.330631256103516,82726400,98.69999694824219,98.81999969482422,97.83999633789062,98.45999908447266,86.89204406738281,7930100,172.73411560058594,173.17726135253906,170.61036682128906,171.34616088867188,133.13235473632812,2666721
2019-02-15,56.50400161743164,56.583499908447266,55.532501220703125,55.682498931884766,55.682498931884766,28996000,40.73749923706055,40.967498779296875,39.10499954223633,39.334999084472656,39.02763366699219,151674800,98.94999694824219,99.19999694824219,98.25,98.4800033569336,86.90970611572266,12069100,172.6254119873047,174.7240753173828,172.2407989501953,174.63211059570312,135.68545532226562,2392478
2019-02-19,55.5,56.09450149536133,55.5,55.928001403808594,55.928001403808594,20928000,39.227500915527344,39.97249984741211,39.03499984741211,39.15999984741211,38.854007720947266,55189200,98.55999755859375,100.0,98.47000122070312,99.98999786376953,88.24227905273438,10098200,173.83779907226562,174.8745880126953,173.40301513671875,174.255859375,135.3931121826172,1835142
2019-02-20,55.9995002746582,56.170501708984375,55.263999938964844,55.689998626708984,55.689998626708984,21756000,39.45500183105469,40.314998626708984,39.342498779296875,39.63750076293945,39.32777786254883,54098800,99.77999877929688,100.22000122070312,98.94000244140625,99.27999877929688,87.61572265625,8947400,174.6906280517578,174.7240753173828,173.344482421875,174.35618591308594,135.47103881835938,2247404
2019-02-21,55.54199981689453,55.59700012207031,54.625999450683594,54.8484992980957,54.8484992980957,28302000,39.76499938964844,40.01250076293945,38.79499816894531,38.942501068115234,38.638214111328125,44854800,99.0999984741211,99.86000061035156,98.58999633789062,99.77999877929688,88.05695343017578,7444800,174.0468292236328,174.8411407470703,173.28594970703125,173.72073364257812,134.9773406982422,2078170
2019-02-22,55.04499816894531,55.5620002746582,54.779998779296875,55.51850128173828,55.51850128173828,20990000,39.46500015258789,39.98749923706055,39.32749938964844,39.79750061035156,39.48651885986328,40174000,99.69000244140625,100.4000015258789,99.4000015258789,100.25,88.47174072265625,7925400,173.72073364257812,175.30101013183594,173.2023468017578,175.04180908203125,136.0037841796875,1834903
2019-02-25,55.79999923706055,55.926998138427734,55.36349868774414,55.470001220703125,55.470001220703125,28262000,40.63999938964844,41.31999969482422,39.584999084472656,39.67250061035156,39.36249923706055,65602000,100.36000061035156,100.44999694824219,99.33000183105469,99.56999969482422,87.87162780761719,7436100,175.97825622558594,176.71405029296875,175.86956787109375,176.0702362060547,136.8028564453125,2611466
2019-02-26,55.287498474121094,55.97549819946289,54.99599838256836,55.756500244140625,55.756500244140625,29426000,39.625,40.189998626708984,38.9375,39.275001525878906,38.96810531616211,48846400,99.83999633789062,100.18000030517578,99.62999725341797,99.83000183105469,88.10108184814453,7115300,176.0702362060547,176.9147186279297,175.05853271484375,175.06689453125,136.0232696533203,1998875
2019-02-27,55.34749984741211,55.89899826049805,55.04999923706055,55.8025016784668,55.8025016784668,19368000,39.130001068115234,39.397499084472656,38.27750015258789,38.852500915527344,38.548912048339844,50025600,99.33999633789062,99.62999725341797,98.81999969482422,98.91000366210938,87.28919219970703,6013600,175.25083923339844,175.32608032226562,174.0468292236328,174.7742462158203,135.79592895507812,1842558
2019-02-28,55.564998626708984,56.38249969482422,55.550498962402344,55.99599838256836,55.99599838256836,30850000,38.75,38.974998474121094,38.34000015258789,38.564998626708984,38.3030891418457,32494400,98.91000366210938,99.19999694824219,98.08000183105469,98.55000305175781,86.97147369384766,10575400,174.7909698486328,174.7909698486328,173.04347229003906,173.40301513671875,134.73046875,2537553
