Date,PG Adj. Close,PG P/S (LTM),PG P/FCF (LTM),PG P/E (LTM),PG Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_fast30,ps_sma_slow,ps_ema_fast,ps_ema_fast30,ps_ema_slow,pfcf_sma_fast,pfcf_sma_fast30,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_fast30,pfcf_ema_slow,pe_sma_fast,pe_sma_fast30,pe_sma_slow,pe_ema_fast,pe_ema_fast30,pe_ema_slow
2019-01-02,79.924749488416,3.400914508531607,20.418006129556478,23.84233550406684,,,,,,3.400914508531607,3.400914508531607,3.400914508531607,,,,20.418006129556478,20.418006129556478,20.418006129556478,,,,23.84233550406684,23.84233550406684,23.84233550406684
2019-01-03,79.364365618208,3.377069358596659,20.274847453761897,23.675167507497804,,-0.007011393514461006,,,,3.3965790267252522,3.3993761117616104,3.400442327344776,,,,20.391977279412007,20.40877008595683,20.415171304293217,,,,23.811941322872467,23.831550472030127,23.839025246709035
2019-01-04,80.98422524302799,3.44599674511358,20.688665500897827,24.158387497483528,,0.020410414827890522,,,,3.4055640664322206,3.4023838945585116,3.4013443950233664,,,,20.44592059240943,20.426827854662704,20.420587030958657,,,,23.874931536438115,23.8526367317368,23.845349251674868
2019-01-07,80.66025331806401,3.432211267807205,20.605901891452685,24.06174349946541,,-0.0040004324791867996,,,,3.410409012136763,3.404308241219718,3.4019556202270067,,,,20.475008101326384,20.438381018326574,20.424256632156556,,,,23.90889734789762,23.8661274909451,23.849634286284584
2019-01-08,80.957957249112,3.444879003708744,20.681954937960136,24.15055149763289,,0.003690838037342381,,,,3.4166762833316686,3.406925709767397,3.402805588216744,,,,20.512634798896155,20.454095464754545,20.42935956890514,,,,23.952834466031305,23.884477426860443,23.855593042944946
2019-01-09,79.63580155534001,3.388619353093361,20.344189937331656,23.756139505814637,,-0.016331386545533122,,,,3.4115750232883397,3.4057446544981045,3.4025246726697462,,,,20.48200846042988,20.447004785565973,20.42767304154725,,,,23.91707174599191,23.87619756098652,23.85362366597207
2019-01-10,79.82843351072401,3.3968161233755554,20.393400732088345,23.813603504579547,,0.002418911489829645,,,,3.4088915869405607,3.405168620232134,3.402411632089663,,,,20.465897964367784,20.44354645953516,20.426994381954007,,,,23.89825933846239,23.872159234766716,23.85283118752865
2019-01-11,80.353793389044,3.4191709514423723,20.5276119906626,23.97032350138268,,0.006581112207963091,,,,3.4107605623045263,3.406071996439246,3.4027434997996178,,,,20.477118696421385,20.448970042188545,20.428986809849224,,,,23.911361913538805,23.87849241325807,23.855157768001007
2019-01-14,79.81092151478,3.396070962448968,20.388927023523078,23.808379504749016,,-0.006756020485997549,,,,3.408089725967152,3.4054267684398734,3.4026113703471297,,,,20.46108384680351,20.445096299048842,20.428193546753654,,,,23.892637839213386,23.873968999805875,23.854231465758396
2019-01-15,80.56393734037201,3.4281128826661083,20.58129649407434,24.03301150008296,,0.009434997257268263,3.412986115678416,,,3.411730299912417,3.406890388712534,3.4031163507890896,20.490480209130904,,,20.482940691761844,20.45388340840533,20.431225288284757,23.92696430227553,,,23.918160323007854,23.884229806275368,23.85777166445789
2019-01-16,80.00355347016401,3.404267732731161,20.438137818279763,23.86584350351392,,-0.006955765677643777,3.4133214380983716,,,3.4103734695158248,3.4067211851008325,3.4031391504315067,20.492493378003232,,,20.4747947147651,20.4528675638811,20.431362170066837,23.929315102220237,,,23.908648174008952,23.883043593193985,23.85793150285504
2019-01-17,79.992257123504,3.377069358596659,20.274847453761897,23.675167507497804,,-0.00014119806146128955,3.4133214380983716,,,3.404318176621431,3.4048081640360475,3.4026229169298268,20.492493378003235,,,20.438440667309973,20.441382395486315,20.42826286875387,23.929315102220237,,,23.866197143734198,23.869632232826493,23.854312413838063
2019-01-18,80.680628268212,3.40613063507754,20.44932208987251,23.878903503299934,,0.008605472197705133,3.409334827094767,,,3.4046477145225413,3.404893484748402,3.402692376695128,20.4685590369007,,,20.440419107775885,20.44189463383381,20.428679883033446,23.90136670280188,,,23.868507390927967,23.87023037930865,23.854799366104636
2019-01-22,79.81575170178401,3.369617749241053,20.23011036757048,23.622927508563432,,-0.010719754977029039,3.4030754752381527,,,3.398278629925907,3.402617630844702,3.4020374335772257,20.430979884512478,,,20.402181155011263,20.428231132784568,20.424747813420318,23.85748510371168,,,23.823856503225322,23.854275355389607,23.850207844173127
2019-01-23,83.698870979624,3.5456991212488043,20.58031051361901,23.066019793333943,,0.04865103936311366,3.4131574869921577,,,3.425082355620979,3.411848694741741,3.404882219471712,20.42081544207837,,,20.43456831112176,20.43804270574163,20.427828262929204,23.74903193328179,,,23.686068010517797,23.80342015783763,23.834679367918884
2019-01-24,83.22230634098,3.525510619291009,20.463130339868147,22.93468648787506,,-0.005693800084352718,3.426846613611923,,,3.4433420399246204,3.4191817221320164,3.4072709006562527,20.43270948233202,,,20.439761407257464,20.439661262782053,20.428527313957698,23.66688663148783,,,23.54945318821912,23.74737282429166,23.816857726729896
2019-01-25,82.60453736496,3.4993403389825444,20.311230114677308,22.764439610475165,,-0.007423117709438043,3.437099035172622,,,3.4535235488442426,3.4243532457997925,3.4090940578508326,20.424492420590916,,,20.416392081333797,20.43137538225917,20.426204597140266,23.561970242077393,,,23.406723446811128,23.683957778238984,23.796017764031784
