,precision,recall,f1-score,support,y_variable,model
1.0,0.5025974025974026,0.3644067796610169,0.4224890829694323,1062.0,pfcf_Entry/Exit_sma30,Logistic Regression
accuracy,0.4509114166933163,0.4509114166933163,0.4509114166933163,0.4509114166933163,pfcf_Entry/Exit_sma30,Logistic Regression
macro avg,0.45057021564138405,0.45141184323128286,0.4440512261687552,3127.0,pfcf_Entry/Exit_sma30,Logistic Regression
weighted avg,0.45120670846756455,0.4509114166933163,0.444069949661234,3127.0,pfcf_Entry/Exit_sma30,Logistic Regression
-1.0,0.4398496240601504,0.45217391304347826,0.4459266317293949,1035.0,pfcf_Entry/Exit_ema30,Naive Bayes
0.0,0.3882005899705015,0.6419512195121951,0.4838235294117647,1025.0,pfcf_Entry/Exit_ema30,Naive Bayes
1.0,0.6308539944903582,0.21563088512241055,0.3214035087719298,1062.0,pfcf_Entry/Exit_ema30,Naive Bayes
accuracy,0.43401665598975014,0.43401665598975014,0.43401665598975014,0.43401665598975014,pfcf_Entry/Exit_ema30,Naive Bayes
macro avg,0.4863014028403367,0.43658533922602794,0.4170512233043631,3122.0,pfcf_Entry/Exit_ema30,Naive Bayes
weighted avg,0.4878657616178027,0.43401665598975014,0.41601015624688403,3122.0,pfcf_Entry/Exit_ema30,Naive Bayes
-1.0,1.0,1.0,1.0,1035.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
0.0,1.0,1.0,1.0,1025.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
1.0,1.0,1.0,1.0,1062.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
accuracy,1.0,1.0,1.0,1.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
macro avg,1.0,1.0,1.0,3122.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
weighted avg,1.0,1.0,1.0,3122.0,pfcf_Entry/Exit_ema30,Random Forest Classifier
-1.0,0.3993435448577681,0.3526570048309179,0.374551051821447,1035.0,pfcf_Entry/Exit_ema30,Logistic Regression
0.0,0.43776223776223777,0.6107317073170732,0.509979633401222,1025.0,pfcf_Entry/Exit_ema30,Logistic Regression
1.0,0.31748071979434445,0.23258003766478344,0.2684782608695652,1062.0,pfcf_Entry/Exit_ema30,Logistic Regression
accuracy,0.39654067905188983,0.39654067905188983,0.39654067905188983,0.39654067905188983,pfcf_Entry/Exit_ema30,Logistic Regression
macro avg,0.3848621674714501,0.39865624993759147,0.38433631536407803,3122.0,pfcf_Entry/Exit_ema30,Logistic Regression
weighted avg,0.3841099894476866,0.39654067905188983,0.3829318949118925,3122.0,pfcf_Entry/Exit_ema30,Logistic Regression
-1.0,0.33314575126617896,0.5692307692307692,0.420305289314874,1040.0,pe_Entry/Exit_sma30,Naive Bayes
0.0,0.7357001972386588,0.36143410852713176,0.48473034437946716,1032.0,pe_Entry/Exit_sma30,Naive Bayes
1.0,0.16094674556213018,0.12866603595080417,0.14300736067297581,1057.0,pe_Entry/Exit_sma30,Naive Bayes
accuracy,0.35186960690316393,0.35186960690316393,0.35186960690316393,0.35186960690316393,pe_Entry/Exit_sma30,Naive Bayes
macro avg,0.4099308980223227,0.35311030456956843,0.34934766478910567,3129.0,pe_Entry/Exit_sma30,Naive Bayes
weighted avg,0.40774525245327375,0.35186960690316393,0.3478804718818838,3129.0,pe_Entry/Exit_sma30,Naive Bayes
-1.0,1.0,1.0,1.0,1040.0,pe_Entry/Exit_sma30,Random Forest Classifier
0.0,1.0,1.0,1.0,1032.0,pe_Entry/Exit_sma30,Random Forest Classifier
1.0,1.0,1.0,1.0,1057.0,pe_Entry/Exit_sma30,Random Forest Classifier
accuracy,1.0,1.0,1.0,1.0,pe_Entry/Exit_sma30,Random Forest Classifier
macro avg,1.0,1.0,1.0,3129.0,pe_Entry/Exit_sma30,Random Forest Classifier
weighted avg,1.0,1.0,1.0,3129.0,pe_Entry/Exit_sma30,Random Forest Classifier
-1.0,0.4959731543624161,0.7105769230769231,0.5841897233201582,1040.0,pe_Entry/Exit_sma30,Logistic Regression
0.0,0.5694227769110765,0.3536821705426357,0.43634190077704726,1032.0,pe_Entry/Exit_sma30,Logistic Regression
1.0,0.5370741482965932,0.5070955534531694,0.5216545012165451,1057.0,pe_Entry/Exit_sma30,Logistic Regression
accuracy,0.5241291147331416,0.5241291147331416,0.5241291147331416,0.5241291147331416,pe_Entry/Exit_sma30,Logistic Regression
macro avg,0.5341566931900287,0.523784882357576,0.5140620417712501,3129.0,pe_Entry/Exit_sma30,Logistic Regression
weighted avg,0.5340823780948043,0.5241291147331416,0.5143020011635556,3129.0,pe_Entry/Exit_sma30,Logistic Regression
-1.0,0.49403973509933774,0.3624878522837707,0.41816143497757846,1029.0,pe_Entry/Exit_ema30,Naive Bayes
0.0,0.38354806739345887,0.3721153846153846,0.37774524158125916,1040.0,pe_Entry/Exit_ema30,Naive Bayes
1.0,0.45036496350364963,0.5793427230046948,0.5067761806981519,1065.0,pe_Entry/Exit_ema30,Naive Bayes
accuracy,0.43937460114869176,0.43937460114869176,0.43937460114869176,0.43937460114869176,pe_Entry/Exit_ema30,Naive Bayes
macro avg,0.44265092199881534,0.4379819866346167,0.43422761908566315,3134.0,pe_Entry/Exit_ema30,Naive Bayes
weighted avg,0.44253208795079857,0.43937460114869176,0.43486273142309173,3134.0,pe_Entry/Exit_ema30,Naive Bayes
-1.0,1.0,1.0,1.0,1029.0,pe_Entry/Exit_ema30,Random Forest Classifier
0.0,1.0,1.0,1.0,1040.0,pe_Entry/Exit_ema30,Random Forest Classifier
1.0,1.0,1.0,1.0,1065.0,pe_Entry/Exit_ema30,Random Forest Classifier
accuracy,1.0,1.0,1.0,1.0,pe_Entry/Exit_ema30,Random Forest Classifier
macro avg,1.0,1.0,1.0,3134.0,pe_Entry/Exit_ema30,Random Forest Classifier
weighted avg,1.0,1.0,1.0,3134.0,pe_Entry/Exit_ema30,Random Forest Classifier
-1.0,0.5081743869209809,0.3624878522837707,0.4231423709585933,1029.0,pe_Entry/Exit_ema30,Logistic Regression
0.0,0.36177474402730375,0.5096153846153846,0.4231536926147704,1040.0,pe_Entry/Exit_ema30,Logistic Regression
1.0,0.15401069518716579,0.1352112676056338,0.14400000000000002,1065.0,pe_Entry/Exit_ema30,Logistic Regression
accuracy,0.3340778557753669,0.3340778557753669,0.3340778557753669,0.3340778557753669,pe_Entry/Exit_ema30,Logistic Regression
macro avg,0.3413199420451502,0.33577150150159635,0.3300986878577879,3134.0,pe_Entry/Exit_ema30,Logistic Regression
weighted avg,0.3392401302822006,0.3340778557753669,0.328287600521938,3134.0,pe_Entry/Exit_ema30,Logistic Regression
